id,name,address,date,status,link
645,GIM SOON HENG ENGINEERING CONTRACTOR,"Serangoon North Avenue 4, 550518",9/9/2008,Registered,https://opencorpdata.com/sg/21218000B
672,KAYAIR ENGINEERING CO,"Braddell Hill, 579727",9/9/2008,Registered,https://opencorpdata.com/sg/10595000M
677,WINSTON ENGINEERING CORPORATION (PTE) LTD,"Joo Koon Way, 628942",9/9/2008,Registered,https://opencorpdata.com/sg/197701171H
705,PWJ ENGINEERING ENTERPRISES,"Watten Estate Road, 287561",9/9/2008,Registered,https://opencorpdata.com/sg/27092900B
708,SYSTEM INTEGRATION & TECHNOLOGY PRIVATE LIMITED,"Woodlands Drive 16, 737892",9/9/2008,Registered,https://opencorpdata.com/sg/200302973N
737,SZE YUE ELECTRIC ENGINEERING,"Beach Road, 199589",9/9/2008,Registered,https://opencorpdata.com/sg/30680800E
743,SUNGEI KADUT ENGINEERING PTE. LTD.,"Kranji Road, 739510",9/9/2008,Registered,https://opencorpdata.com/sg/198200424M
815,SWEE CHENG ENGINEERING CO.,"Ang Mo Kio Industrial Park 1, 569640",9/9/2008,Registered,https://opencorpdata.com/sg/29369800K
829,YAU ELECTRICAL ENGINEERING PTE LTD,"Lavender Street, 338806",9/9/2008,Registered,https://opencorpdata.com/sg/198300796K
831,ETA ENGINEERING PRIVATE LIMITED,"Pandan Loop, 128384",9/9/2008,Registered,https://opencorpdata.com/sg/198002925C
853,VANSIN TRADING & ENGINEERING PTE. LTD.,"Bukit Batok Crescent, 658079",9/9/2008,Registered,https://opencorpdata.com/sg/197501348H
874,MALAYSIA MARINE AND HEAVY ENGINEERING SDN. BHD. SINGAPORE BRANCH,"Rochester Drive, 138637",9/9/2008,Registered,https://opencorpdata.com/sg/S75FC2508B
875,ROXY TECHNICAL ENGINEERING WORKS,"Woodlands Street 13, 730165",9/9/2008,Registered,https://opencorpdata.com/sg/30963400L
879,D-RAY ENGINEERING & TRADING PTE. LTD.,"Swan Lake Avenue, 455702",9/9/2008,Registered,https://opencorpdata.com/sg/198306039D
882,TAKNAS ENGINEERING PTE LTD,"Pandan Loop, 128424",9/9/2008,Registered,https://opencorpdata.com/sg/197702808N
887,WEE LEE ENGINEERING COMPANY,"Ang Mo Kio Industrial Park 1, 569631",9/9/2008,Registered,https://opencorpdata.com/sg/27558200X
908,METAL MACHINES ENGINEERING SERVICES (PTE) LTD,"Tuas Avenue 10, 639140",9/9/2008,Registered,https://opencorpdata.com/sg/197300601C
912,AMBBLIN TECHNOLOGY PTE LTD,"East Coast Road, 428751",9/9/2008,Registered,https://opencorpdata.com/sg/198203588R
920,A&K ENGINEERING & TRADING,"French Road, 200808",9/9/2008,Registered,https://opencorpdata.com/sg/52991135C
921,ELECTRICAL ENGINEERING SERVICE,"New Industrial Road, 536205",9/9/2008,Registered,https://opencorpdata.com/sg/07980300L
936,ASIASOURCE TECHNOLOGY PTE LTD,"Raffles Place, 048621",9/9/2008,Registered,https://opencorpdata.com/sg/198004856H
967,SEROD ENGINEERING PTE LTD,"Chander Road, 210668",9/9/2008,Registered,https://opencorpdata.com/sg/198205364K
978,GEOMAP ENGINEERING SERVICES,"Shan Road, 328103",9/9/2008,Registered,https://opencorpdata.com/sg/29808000A
1015,RANKO SECURITY & ENGINEERING PTE. LTD.,"Macpherson Road, 368230",9/9/2008,Registered,https://opencorpdata.com/sg/200301843E
1021,THONG TAT ENGINEERING PRIVATE LIMITED,"Geylang East Avenue 1, 389729",9/9/2008,Registered,https://opencorpdata.com/sg/198203309R
1028,TOPBUILD ENGINEERING & CONSTRUCTION,"Lorong 10 Geylang, 399036",9/9/2008,Registered,https://opencorpdata.com/sg/52990422E
1029,PAN-CO HARDWARE & ENGINEERING (PTE) LTD,"Kian Teck Road, 628799",9/9/2008,Registered,https://opencorpdata.com/sg/197500463W
1043,BANG HONG ELECTRICAL & ENGINEERING PTE. LTD.,"Ang Mo Kio Industrial Park 2, 569510",9/9/2008,Registered,https://opencorpdata.com/sg/198105482E
1045,CELESTIAL ENGINEERING,"Bedok North Street 5, 486132",9/9/2008,Registered,https://opencorpdata.com/sg/34457100M
1057,PAN-WORLD PRECISION ENGINEERING PTE LTD,"Genting Lane, 349580",9/9/2008,Registered,https://opencorpdata.com/sg/197602040W
1080,MENTEC ELECTRICAL ENGINEERING,"North Bridge Road, 179098",9/9/2008,Registered,https://opencorpdata.com/sg/31392500C
1096,DEENN ENGINEERING PTE LTD,"Harrison Road, 369648",9/9/2008,Registered,https://opencorpdata.com/sg/197500987Z
1104,APP ENGINEERING PTE LTD,"Toh Guan Road East, 608603",9/9/2008,Registered,https://opencorpdata.com/sg/198300042C
1149,CENTREPOINT PRECISION ENGINEERING AND TRADING CO,"Toa Payoh North, 318992",9/9/2008,Registered,https://opencorpdata.com/sg/32537600W
1171,PODAI H'WARE ENGINEERING TRADING COMPANY,"Woodlands Industrial Park E1, 757700",9/9/2008,Registered,https://opencorpdata.com/sg/24123800E
1183,HIAP SENG LEA ENGINEERING WORKS,"Pesari Walk, 487627",9/9/2008,Registered,https://opencorpdata.com/sg/29069600C
1202,SAIK LAM ELECTRICAL SANITARY ENGINEERING,"Yishun Industrial Street 1, 768091",9/9/2008,Registered,https://opencorpdata.com/sg/27386400M
1207,E C ENGINEERING & CONSTRUCTION PTE LTD,"Westwood Terrace, 648635",9/9/2008,Registered,https://opencorpdata.com/sg/198300033Z
1234,KEY POINT ENGINEERING SERVICES,"Bendemeer Road, 330027",9/9/2008,Registered,https://opencorpdata.com/sg/34329100B
1290,SYSTEMS TECHNOLOGY PRIVATE LIMITED,"Ubi Crescent, 408564",9/9/2008,Registered,https://opencorpdata.com/sg/197701416K
1304,KENT PRECISION ENGINEERING PTE LTD.,"Beach Road, 199595",9/9/2008,Registered,https://opencorpdata.com/sg/196300185H
1322,LIBERAL AIR-CONDITIONING & ENGINEERING,"Kaki Bukit Avenue 1, 415984",9/9/2008,Registered,https://opencorpdata.com/sg/31943700X
1351,KEPPEL SEGHERS ENGINEERING SINGAPORE PTE. LTD.,"Harbourfront Avenue, 098632",9/9/2008,Registered,https://opencorpdata.com/sg/197402060R
1357,LUEN PONG ENGINEERING WORKS,"Ang Mo Kio Industrial Park 2, 569543",9/9/2008,Registered,https://opencorpdata.com/sg/26162400L
1371,YIELD ENGINEERING PTE LTD.,"Bedok North Street 5, 486132",9/9/2008,Registered,https://opencorpdata.com/sg/198200146R
1373,CHNG ENGINEERING,"Pandan Gardens, 600409",9/9/2008,Registered,https://opencorpdata.com/sg/29374200J
1389,LOCKSON HYDRAULICS & ENGINEERING PTE. LTD.,"Wan Lee Road, 627934",9/9/2008,Registered,https://opencorpdata.com/sg/197500977G
1395,LONG HUAT ENGINEERING WORKS,"Eunos Avenue 7a, 409534",9/9/2008,Registered,https://opencorpdata.com/sg/22001500K
1407,TECHNIQUES AIR-CONDITIONING & ENGINEERING PTE LTD,"Kaki Bukit Crescent, 416250",9/9/2008,Registered,https://opencorpdata.com/sg/198303478M
1413,STRAITS ENGINEERS CONTRACTING PTE. LTD.,"Beach Road, 189721",9/9/2008,Registered,https://opencorpdata.com/sg/197500410C
1423,MCKOH TECHNOLOGIES (S) PTE LTD,"Anson Road, 079904",9/9/2008,Registered,https://opencorpdata.com/sg/197801551E
1465,CHOON CHENG ENGINEERING PTE LTD,"Lavender Street, 338730",9/9/2008,Registered,https://opencorpdata.com/sg/198403761K
1472,YOWIE ENGINEERING & SERVICES PTE LTD,"Ang Mo Kio Industrial Park 2, 569567",9/9/2008,Registered,https://opencorpdata.com/sg/198400145M
1502,KEY MARINE & ENGINEERING SERVICES PTE. LTD.,"Ang Mo Kio Industrial Park 2, 569544",9/9/2008,Registered,https://opencorpdata.com/sg/198200167M
1516,CENTRON ENGINEERING SERVICES,"Tuas Avenue 13, 638991",9/9/2008,Registered,https://opencorpdata.com/sg/26293100A
1517,GALAX ENGINEERING PTE LTD,"Loyang Way, 508762",9/9/2008,Registered,https://opencorpdata.com/sg/197802602D
1539,NA ENGINEERING WORKS,"Cotswold Close, 359638",9/9/2008,Registered,https://opencorpdata.com/sg/27034500X
1555,LIAN TONG MOTOR ENGINEERING CO,"Yishun Ring Road, 761355",9/9/2008,Registered,https://opencorpdata.com/sg/32986700L
1565,PAGOL GENERAL ENGINEERING WORK,"Bedok North Street 5, 486132",9/9/2008,Registered,https://opencorpdata.com/sg/10864500B
1597,VIBRO TECHNOLOGIES & ENGINEERING PTE LTD,"Ubi Crescent, 408569",9/9/2008,Registered,https://opencorpdata.com/sg/198203601M
1610,STARLIGHT MARINE ENGINEERING,"Woodlands Link, 738734",9/9/2008,Registered,https://opencorpdata.com/sg/32091100D
1697,CHISUN CONSTRUCTION ENGINEERING,"Montreal Drive, 753589",9/9/2008,Registered,https://opencorpdata.com/sg/29702700W
1715,INSTITUTE OF BIOENGINEERING AND NANOTECHNOLOGY,"Biopolis Way, 138669",9/9/2008,Registered,https://opencorpdata.com/sg/52988914E
1724,ENGINEERING COMPUTER SERVICES (S) PTE LTD,"Kallang Avenue, 339410",9/9/2008,Registered,https://opencorpdata.com/sg/198200837R
1726,CHEM-SOLV TECHNOLOGIES PTE LTD.,"Pioneer Sector 2, 628387",9/9/2008,Registered,https://opencorpdata.com/sg/198306048E
1734,MEC ENGINEERING PRIVATE LIMITED,"Kaki Bukit Place, 416226",9/9/2008,Registered,https://opencorpdata.com/sg/197302205Z
1743,CESCO ENGINEERING PTE LTD,"Tuas Avenue 3, 639420",9/9/2008,Registered,https://opencorpdata.com/sg/198401703D
1753,ACES POWER ENGINEERING & TRADING PTE LTD,"Woodlands Road, 677961",9/9/2008,Registered,https://opencorpdata.com/sg/198502719C
1783,PROTOOL ENGINEERING ENTERPRISES PTE LTD,"Bukit Batok Street 23, 659525",9/9/2008,Registered,https://opencorpdata.com/sg/198300342E
1830,ROYAL INSTITUTE OF ENVIRONMENTAL ENGINEERS PTE. LTD.,"Tanglin Road, 247940",9/9/2008,Registered,https://opencorpdata.com/sg/198102630Z
1847,WEHUAT SENG ENGINEERING WORKS,"Defu Lane 10, 539215",9/9/2008,Registered,https://opencorpdata.com/sg/33287800K
1850,PROMECH ENGINEERING PTE LTD,"Jalan Pari Burong, 488759",9/9/2008,Registered,https://opencorpdata.com/sg/197801206M
1881,SIN TAI HUP ELECTRICAL ENGINEERING,"North Bridge Road, 179098",9/9/2008,Registered,https://opencorpdata.com/sg/27381600D
1890,KAR FOON ENGINEERING WORKS,"Defu Lane 10, 539215",9/9/2008,Registered,https://opencorpdata.com/sg/02808200A
1897,MARICO ENGINEERING (SINGAPORE) PTE. LTD.,"Toh Guan Road East, 608609",9/9/2008,Registered,https://opencorpdata.com/sg/197801531Z
1904,KOH BROTHERS BUILDING & CIVIL ENGINEERING CONTRACTOR (PTE.) LTD.,"Lorong Pendek, 348639",9/9/2008,Registered,https://opencorpdata.com/sg/197702682C
1907,LUCKY ENGINEERING PTE LTD,"Upper Cross Street, 058358",9/9/2008,Registered,https://opencorpdata.com/sg/198402192R
1935,PAN ASIA PRECISION ENGINEERING SERVICES PTE LTD,"Woodlands Link, 738734",9/9/2008,Registered,https://opencorpdata.com/sg/198501419C
1937,MINLY MOTOR ENGINEERING,"Sin Ming Drive, 575722",9/9/2008,Registered,https://opencorpdata.com/sg/10259900M
1946,GAY KIAN ENGINEERING WORKS,"Tampines Street 32, 520388",9/9/2008,Registered,https://opencorpdata.com/sg/30604600L
2001,KUM CHEE ENGINEERING WORKS (PTE) LTD.,"Jalan Lembah Kallang, 339559",9/9/2008,Registered,https://opencorpdata.com/sg/197901897H
2013,DMS ENGINEERS PTE LTD,"Admiralty Street, 757695",9/9/2008,Registered,https://opencorpdata.com/sg/198302339C
2039,ASIA-MECH ENGINEERING PTE LTD,"Tuas Avenue 1, 639495",9/9/2008,Registered,https://opencorpdata.com/sg/198001759W
2044,ANKO ELECTRICAL ENGINEERING SERVICES,"Canberra Road, 750308",9/9/2008,Registered,https://opencorpdata.com/sg/29807000J
2060,ORDNANCE DEVELOPMENT AND ENGINEERING COMPANY OF SINGAPORE (1996) PRIVATE LIMITED,"Chin Bee Drive, 619863",9/9/2008,Registered,https://opencorpdata.com/sg/198200536C
2075,DCS INFORMATION TECHNOLOGY PTE LTD,"Kramat Lane, 228773",9/9/2008,Registered,https://opencorpdata.com/sg/198200031N
2092,TAI WENG ENGINEERING WORKS (PTE) LTD,"Leng Kee Road, 159088",9/9/2008,Registered,https://opencorpdata.com/sg/197402287G
2111,PEKSON CONSTRUCTION & ENGINEER ING PTE. LTD.,"Ah Hood Road, 329977",9/9/2008,Registered,https://opencorpdata.com/sg/198300426W
2117,YONG PENG ELECTRICAL ENGINEERING,"Hougang Avenue 6, 530430",9/9/2008,Registered,https://opencorpdata.com/sg/21435400L
2127,CONTEEM ENGINEERS PTE LTD,"Eunos Crescent, 400007",9/9/2008,Registered,https://opencorpdata.com/sg/198301800C
2159,KWAN YONG ELECTRICAL ENGINEERING PTE LTD,"Depot Lane, 109757",9/9/2008,Registered,https://opencorpdata.com/sg/198304960C
2186,HAI CHIANG ENGINEERING INDUSTRY,"Woodlands Avenue 1, 730340",9/9/2008,Registered,https://opencorpdata.com/sg/30662800K
2202,ENG HOE HOCK ENGINEERING WORKS,"Yishun Ring Road, 760140",9/9/2008,Registered,https://opencorpdata.com/sg/26486900A
2207,MOH SENG HARDWARE & ENGINEERING PTE. LTD,"Ubi Avenue 3, 408867",9/9/2008,Registered,https://opencorpdata.com/sg/197601423G
2209,UNIBEST ENGINEERING PTE LTD,"Hume Avenue, 598745",9/9/2008,Registered,https://opencorpdata.com/sg/198400115N
2211,WAVE TECHNOLOGY (S) PTE LTD,"Jurong East Street 32, 600316",9/9/2008,Registered,https://opencorpdata.com/sg/198403023Z
